"scientificName";"decimalLongitude";"decimalLatitude";"wc2.1_30s_bio_1";"wc2.1_30s_bio_2";"wc2.1_30s_bio_3";"wc2.1_30s_bio_4";"wc2.1_30s_bio_5";"wc2.1_30s_bio_6";"wc2.1_30s_bio_7";"wc2.1_30s_bio_8";"wc2.1_30s_bio_9";"wc2.1_30s_bio_10";"wc2.1_30s_bio_11";"wc2.1_30s_bio_12";"wc2.1_30s_bio_13";"wc2.1_30s_bio_14";"wc2.1_30s_bio_15";"wc2.1_30s_bio_16";"wc2.1_30s_bio_17";"wc2.1_30s_bio_18";"wc2.1_30s_bio_19";"swc_fr";"stress"
"Dichotomius agenor";-75,16167;10,2744449999999;28,091667175293;10,6833333969116;79,1357879638672;43,002815246582;34,9000015258789;21,3999996185303;13,5000019073486;27,8833332061768;28,1166667938232;28,6000003814697;27,5499992370605;1355;229;23;64,1987533569336;602;73;260;386;54,0010948181152;-54
"Dichotomius agenor";-79,55;8,94999999999998;27,0375003814697;6,80833387374878;77,3674163818359;64,1420669555664;31,6000003814697;22,7999992370605;8,80000114440918;26,4166660308838;27,3166656494141;27,9333343505859;26,3833332061768;2063;341;19;69,5907287597656;844;60;243;818;86;-78
"Dichotomius agenor";-71,35833;12,193611;27,720832824707;7,89166688919067;71,7424240112305;117,617599487305;33,2999992370605;22,2999992370605;11;27,2666664123535;26,8166675567627;29,0166664123535;26,2333335876465;607;110;7;69,8264846801758;292;54;122;196;33;-19
"Dichotomius agenor";-74,93937;6,51111699999996;23,716667175293;9,16666698455811;88,9967727661133;41,4692344665527;29;18,7000007629395;10,2999992370605;23,283332824707;23,8666667938232;24,1166667938232;23,0833320617676;2971;346;115;34,6153678894043;1007;402;788;853;86,0029830932617;-92,0014877319336
"Dichotomius agenor";-74,88624;6,49601499999997;23,8125;9,15833377838135;88,9158477783203;41,4578285217285;29,1000003814697;18,7999992370605;10,3000011444092;23,3833332061768;23,6166667938232;24,2000007629395;23,1833324432373;2725;358;77;40,8272323608398;963;319;737;718;87,0029830932617;-93,0014877319336
"Dichotomius agenor";-74,90974;6,50215199999999;23,658332824707;9,11666679382324;88,5113296508789;42,471019744873;28,8999996185303;18,6000003814697;10,2999992370605;23,5;23,4500007629395;24,0666656494141;23,0166664123535;2904;359;75;38,1428642272949;1005;362;763;765;87,0027389526367;-93,0008316040039
"Dichotomius agenor";-73,387665;10,36245;28,2041664123535;10,9750003814697;80,109489440918;64,9286041259766;35,2000007629395;21,5;13,7000007629395;27,8666667938232;27,966667175293;28,8500003814697;27,3166656494141;1373;276;14;70,4318695068359;616;69;181;419;54;-56
"Dichotomius agenor";-73,0885;10,514667;27,7875003814697;10,5749998092651;81,3461532592773;57,2921333312988;34,2000007629395;21,2000007629395;13;27,75;27,25;28,2999992370605;27,0666656494141;1291;223;10;66,5052795410156;560;59;367;362;48;-49
"Dichotomius agenor";-75,156944;3,23055600000001;27,3166675567627;11,4166679382324;84,5678939819336;61,9873008728027;34,9000015258789;21,3999996185303;13,5000019073486;26,966667175293;28,1666679382324;28,1666679382324;26,6666679382324;2180;293;67;42,0094451904297;753;300;300;727;68,9996032714844;-53,9996032714844
"Dichotomius agenor";-76,103584;8,51030500000012;27,2041664123535;8,32499980926514;90,489143371582;23,9752178192139;31,8999996185303;22,7000007629395;9,19999885559082;27,0833339691162;27,3833332061768;27,5166664123535;26,9166660308838;1605;237;22;60,2648963928223;624;81;174;540;63,0010795593262;-67,0004272460938
"Dichotomius agenor";-75,91111;8,73944500000007;27,8291664123535;9,02499961853027;84,3458023071289;29,3457889556885;33,0999984741211;22,3999996185303;10,6999988555908;27,966667175293;27,9333324432373;28,2000007629395;27,5166664123535;1477;200;18;59,6665000915527;582;70;339;471;55;-60
"Dichotomius agenor";-68;10,0000000000001;24,1666660308838;10,6999998092651;75,3521194458008;60,6904716491699;31,2999992370605;17,1000003814697;14,1999988555908;23,7333335876465;24,1499996185303;25,0833339691162;23,7333335876465;1297;227;13;70,8118743896484;619;46;244;619;56,0038528442383;-63,00341796875
"Dichotomius agenor";-72,97525;10,5836600000001;27,1083335876465;10,5;81,3953475952148;58,6527862548828;33,2999992370605;20,3999996185303;12,8999996185303;26,7666664123535;26,8500003814697;27,716667175293;26,3500003814697;1228;224;12;69,1307144165039;533;64;317;181;48,9993286132812;-48,9993286132812
"Dichotomius agenor";-71,7104;7,66219999999993;26,4208335876465;9,67500019073486;84,1304397583008;38,2253036499023;31,7999992370605;20,2999992370605;11,5;26,4166660308838;25,8833332061768;26,75;25,8833332061768;2192;354;31;59,7024230957031;898;146;503;146;75;-81
"Dichotomius agenor";-74,72649;5,36681000000006;27,6499996185303;10,466667175293;84,4086074829102;49,6350517272949;34,5;22,1000003814697;12,3999996185303;27,2333335876465;27,716667175293;28,25;27;2502;370;89;43,4291229248047;889;339;551;816;83;-81
"Dichotomius agenor";-74,17694;11,1738889999999;27,3083324432373;8,83333301544189;81,0397415161133;51,3823776245117;32,4000015258789;21,5;10,9000015258789;27,0166664123535;26,9833335876465;27,9166660308838;26,7000007629395;944;191;4;82,6293640136719;477;16;251;137;49,0031661987305;-42,0033836364746
"Dichotomius agenor";-74,14139;11,138056;25;9,05000019073486;81,5315246582031;53,8516387939453;30,1000003814697;19;11,1000003814697;24,75;24,6000003814697;25,6333332061768;24,3333339691162;1258;286;10;80,6138687133789;647;50;355;207;74,001335144043;-76,001335144043
"Dichotomius agenor";-75,172524;8,58924499999999;27,8500003814697;9,6833324432373;82,0621490478516;38,3761405944824;34,0999984741211;22,2999992370605;11,7999992370605;27,5499992370605;27,8166656494141;28,3999996185303;27,4499988555908;2690;427;24;70,8620986938477;1192;99;265;995;64,9993438720703;-72
"Dichotomius agenor";-75,68362;9,70623300000003;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;64;-59
"Dichotomius agenor";-75,633333;9,69999999999999;27,8291664123535;9,14166641235352;79,4927673339844;39,7982597351074;33,5999984741211;22,1000003814697;11,4999980926514;27,5166664123535;27,9833335876465;28,3166675567627;27,3500003814697;1399;248;14;65,7849655151367;623;52;267;438;64;-59
"Dichotomius agenor";-73,31056;10,5749999999999;22,6958332061768;9,85833358764648;80,8060073852539;55,2867889404297;28,5;16,2999992370605;12,2000007629395;22,3500003814697;22,4333343505859;23,3166656494141;22;1692;313;19;65,4299392700195;741;98;423;237;71,9997863769531;-79,9980163574219
"Dichotomius agenor";-74,63007;6,23794000000002;27,1458339691162;9,79166603088379;90,6635818481445;30,6340579986572;32,5999984741211;21,7999992370605;10,7999992370605;26,75;27,3166656494141;27,3999996185303;26,7000007629395;2950;427;85;42,4068489074707;1052;372;620;940;81,9982681274414;-90
"Dichotomius agenor";-71,2;8,55949999999995;21,033332824707;8,11666679382324;80,363037109375;47,831787109375;25,7999992370605;15,6999998092651;10,0999994277954;21,3999996185303;20,5833339691162;21,3999996185303;20,3500003814697;1095;149;27;46,0582847595215;404;111;313;121;59,9964942932129;-56,9969215393066
"Dichotomius agenor";-74,640278;6,54388899999996;25,9291667938232;9,57499980926514;91,1904754638672;33,3342971801758;31,2000007629395;20,7000007629395;10,5;25,7333335876465;25,8666667938232;26,2333335876465;25,4500007629395;2863;400;79;45,4865875244141;1038;329;624;743;82,0017318725586;-91,0006561279297
"Dichotomius agenor";-75,346128;3,9029920000001;25,1625003814697;9,875;80,9426193237305;66,1308975219727;32;19,7999992370605;12,2000007629395;24,4333324432373;25,8666667938232;26,1000003814697;24,4333324432373;1929;282;43;46,9625129699707;751;213;252;751;94,0010528564453;-86,0021057128906
"Dichotomius agenor";-74,104164;11,294723;26,8250007629395;8,21666622161865;80,555549621582;58,1338653564453;31,5;21,2999992370605;10,2000007629395;26,7000007629395;26,25;27,5166664123535;26,0666656494141;1021;205;4;84,7609710693359;503;13;292;33;68,9984588623047;-54,9993476867676
"Dichotomius agenor";-74,777504;5,093889;26,9125003814697;10,1083335876465;85,6638336181641;44,1652221679688;33,4000015258789;21,6000003814697;11,8000011444092;26,5166664123535;26,8333339691162;27,3999996185303;26,3000011444092;1952;274;80;41,3746032714844;682;314;369;618;77,9998474121094;-74,0005035400391
"Dichotomius agenor";-75,767784;5,093889;21,6625003814697;10,2250003814697;91,2946395874023;31,9178848266602;27,5;16,2999992370605;11,2000007629395;21,2666664123535;21,716667175293;21,966667175293;21,216667175293;2117;276;97;32,0683364868164;708;339;385;639;95,0006561279297;-95,0010604858398
"Dichotomius agenor";-74,88113;9,74513000000006;27,8500003814697;11,1000003814697;76,5517120361328;55,677661895752;35,4000015258789;20,8999996185303;14,5000019073486;27,3999996185303;28,2000007629395;28,5166664123535;27,1666660308838;1513;247;12;64,1198120117188;611;69;156;454;39,0006561279297;-42
"Dichotomius agenor";-74,866667;4,13333299999993;27,6916675567627;11;85,2713088989258;44,7636871337891;34,7000007629395;21,7999992370605;12,9000015258789;27,5499992370605;27,7000007629395;28,25;27,216667175293;1748;252;61;47,5990028381348;657;260;300;529;64,9993438720703;-64,0004043579102
"Dichotomius agenor";-61,289584;10,692397;24,9874992370605;7,32499980926514;78,7634506225586;62,6724739074707;29,3999996185303;20,1000003814697;9,29999923706055;25,3166675567627;24,5833339691162;25,5;24,1000003814697;2163;247;65;39,0107498168945;731;242;693;450;97,9988174438477;-90,9983749389648
"Dichotomius agenor";-74,458993;4,79356800000005;19,6791667938232;9,05833339691162;87,099365234375;33,8081855773926;24,7999992370605;14,3999996185303;10,3999996185303;19,8833332061768;19,8999996185303;19,9833335876465;19,2000007629395;2023;244;69;33,4136695861816;653;304;614;637;100;-91,9989318847656
"Dichotomius agenor";-61,4185;10,7136780000001;25,7000007629395;7,41666698455811;79,7490997314453;60,5279808044434;30,1000003814697;20,7999992370605;9,30000114440918;26,0499992370605;25,3500003814697;26,1833324432373;24,8333320617676;2003;269;54;47,1156005859375;712;207;698;322;92,0022277832031;-83,0029678344727
"Dichotomius agenor";-61,4048;10,6300000000001;26,6875;7,67499971389771;80,7894744873047;59,2040023803711;31,2000007629395;21,7000007629395;9,5;26,1333332061768;26,966667175293;27,1666660308838;25,8333339691162;1216;225;27;54,7807350158691;494;133;253;404;89;-77
"Dichotomius agenor";-61,39;10,64;26,6208324432373;7,74166631698608;81,4912261962891;59,2935028076172;31,1000003814697;21,6000003814697;9,5;26,0499992370605;26,3500003814697;27,1000003814697;25,7666664123535;1172;172;28;46,8998756408691;467;120;198;355;89,9992599487305;-78
"Dichotomius agenor";-61,36;10,65;26,2458324432373;7,62500047683716;81,1170120239258;59,5993766784668;30,7000007629395;21,2999992370605;9,40000152587891;26,5;25,9333324432373;26,716667175293;25,3999996185303;1970;269;60;46,5067367553711;749;195;435;338;92;-80,9988174438477
"Dichotomius agenor";-72,98633;10,494716;21,6791667938232;9,625;79,5454635620117;61,8817863464355;27,2999992370605;15,1999998092651;12,0999994277954;21,5166664123535;20,8666667938232;22,3500003814697;20,8666667938232;1430;270;14;73,7002258300781;606;73;286;73;74,9981994628906;-80,9966354370117
"Dichotomius agenor";-71,3356;8,49230000000001;23,1708335876465;8,95833301544189;83,7227478027344;44,1308937072754;28,2999992370605;17,6000003814697;10,6999988555908;23,3166656494141;22,533332824707;23,5499992370605;22,533332824707;1114;165;30;49,6838340759277;421;114;404;114;46,9996757507324;-43,0003547668457
